tweet,label
99 chances de ser dengue mas aquele 1 de esperança de não ser  hospital unimedbh in contagem mg ,1
dengue zika e chikungunya a vista na praia de barreta” novojornalrn ,0
primeiro dia d férias e o que temos   dengue   hospital socor ,0
a dengue tá com a mulestia aqui  surubim in surubim pe ,1
acabei de descobrir que minha prima que mora aqui do lado tá com dengue e eu comecei a passar mal também meodeos,1
indústria contra a dengue uma ilustra pro sesi senai goiás illustration ilustraholsi,0
elpaisbrasil é difícil aceitar o surto d dengue e microcefalia é crime débito a inépcia d presidente q numa pasta dessa põe politicos,0
estadao essas doença vieram pro brasil p ficar por décadas assim como a dengue,0
vamos combater a dengue vms — estou em praça da bandeira em rio de janeiro rj ,0
dengue safada — estou em unimed em belém pa ,0
vamos colaborar caralho  zikavirus xozika xodengue todoscontraazika at rioanil  ,0
todos contra dengue zika participe também da hora h e vamos eliminar o mosquito  ,0
fui falar o que eu tava sentido pra lucy e ela vem me dizer que to com dengue nem é loca,1
aí começa a aparecer sintomas de dengue dois dias antes do réveillon  que maravilha  terminaoanobem,1
combate ao aedes aegypti  combate exercitobrasileiro mosquitodadengue saúde patria br ,0
af minha vó tá com dengue,1
turistar e olimpicar to andando e não paro pq água parada da dengue  cidademaravilhosa,0
o vírus da dengue é transmitido pela picada da fêmea do aedes aegypti um mosquito diurno que se,0
cade a dengue emoradica,0
to com medo na moralnao posso ficar com dengue manonao posso,0
se a epidemia continuara presidente vai ter que anunciar mais uma bolsabolsa denguepois como trabalhartodo moído e cheio de calombo ,0
dengue zika chikungunya indio indiopiragibe,0
até com dengue  vila panamericana in rio de janeiro rj ,1
governo libera r 5 milhões para combater a dengue,0
eu acho quem pegou zica pegou quem pegou dengue pegou donas muriçocas já podem vazar,0
eu poderia ter dengue o ano todo mas ela resolveu chegar nas beiras do carnaval  hapvida ilha do leite ,1
esse mosquito é forte aedes aegypti carrega nas costas a dengue chikungunya e o zika daqui a pouco vêm zico e maria kungunya saúde,0
o exército daqui tbm está ajudando no combate ao mosquito transmissor da dengue zica e aquele outro q eu não sei escrever,0
o amanhã vai ter umas dengue e sujeira não vai ligar muito pra arte mas tudo bem porque é,0
acho que estou com dengue,1
mattgata1 serio mandengue é horrível eu achei q ia morrer,1
edmilsonpapo10 se ele morasse em país subdesenvolvidocom dengue e zika em pre falência vc teria razãomas tranquiloele mora no br do pt,0
se não tem vacina contra dengue e zika a única arma a disposição do povo e o zelu e asseio mudar costumes errados e largar o chiqueiro,0
so falta ser dengue dnv,1
governo não tem número real de casos de dengue diz estudo    ,0
presentão mesmo seria um natal sem zika sem dengue e sem dilma,0
dengue zicavirus chicungunya mosquito mundo   caicó ,0
suspeita de caso de zica e confirmação de casos de dengue em santo tomé põem frronteira em risco e alerta,0
bora comer inhame xô dengue xô zica,0
antes e depois acredito que todos começaram bem este ano sem dengue prometo me dedicar com,0
todo mundo falando na dengue mais um terreno aqui com foco do mosquito não se é dada atenção,1
esse comercial contra dengue do governo da pb é algo tão me dá agonia esse corte seco que fizeram,0
vamos almoçar cambada de come e dorme mãe zaru com os filhos dengue zika chikungunya ,0
2016 começa e eu com suspeita de dengue,1
prefrecife saudepe radiojornalamfm casa abandonada com entulho na r gonzaga maranhão zika dengue microcefalia ,0
que surpresa desagradável quando penso que melhorei aparece essas malditas manchas da dengue e,1
dengue nem hoje,0
nesse copo não dá dengue  ponta grossa ,0
será zika chikungunya dengue  ou só uma virose   real hospital português in recife pe ,1
tem que ficar passando repelente toda hora quero ter dengue de novo não,1
dengue  hospital são marcos in recife pe  ,0
o ara notícia também está na luta contra a dengue o combate não pode parar × arapiraca unida,0
essa rua josé barra é tão parada q da medo de pegar dengue,0
tantas pessoas que morrem de dengue nesse país quase ngm nota,0
ficar nesse ponto de ônibus de frente para o trabalho me faz ficar com medo de ser picada pelo mosquito da dengue,0
paranaguá ta até site da revista veja por conta dessa dengue,0
fabiano insiste que eu devo ficar em casa afinal dengue é sério e minha imunidade é baixa  é dor de dente se fosse dengue eu já teria,0
raiando o dia com dengue — estou em hospital geral do estado hge em maceió al ,1
so uma dengue  ta reepreedido,1
é isso aí todos contra a zika dengue e outros eu fiz minha parte  bancários cidade universitária ,0
prefeitura faz operação para acabar com lixo e exterminar o mosquito da dengue paulogarciapt e saúde fazendo a parte que lhes cabe,0
fique atento aos sintomas das doenças transmitidas pelo mosquito aedes aegypti zika dengue e,0
tem que encarar tudo com bom humor minha segunda dengue em menos de um ano quando eu falo pra,1
niehuesp não lembrooo cuidado com a dengue,0
em pleno surto de dengue e zika o detranrj de campo grande tem um gigantesco criadouro de mosquitos cadê govrj ,0
pessoal isso é algo muito sério só quem ja pegou a dengue como eu sabe o qto é terrivel,1
renan vai dormir e meu whats fica dando dengue ,0
panelaço durante o pronunciamento da dilma sobre dengue e zika nos jardins são paulo  bairro,0
aula sobre dengue dos pesquisadores de harvard para nossas famílias iprede harvard,0
um mosquito me picou acho que peguei dengue,1
todos contra a dengue  ipaba vale verde boachá e toda zona rural  vamos acabar com este,0
os agentes de saúde da dengue vem tanto aqui que já estamos íntimos,0
sintomas de dengue  ubs vila das flores  equipe safira ,0
previnase contra a paixãodenguetraiçõesreprovamentosetc apenas previnase,0
que castigo fica com dengue justo agora,1
triploxepidemiazicarchikincunhadenguecartel mecheriqueirocria factoidoidãoglobointernacionalomsmsssesmsangrando bilhõesu,0
todos contra a dengue  zicavirus  fotaleza ,0
pergunta é vai está disponível no sus rt blogplanalto brasil registra a primeira vacina contra dengue do país ,0
arthurluis liliclubefm costolli aquidf  dois tipos de dengue incomodam muita gente três,0
crysesilva haha também to mal to com dengue,1
dia de futebol da dengue  ilhas park ,0
solangesantoslongui com dengue deitada ao meu lado as duas irmãs dodoi coitada da mamãe  três,1
tenho q começar a dar mais importancia pras pessoas no wpp coleira tava com dengue e eu nem sabia kkkkkk,0
todo dia passa no netv as diferenças da zika dengue e chicungunha,0
agora é sério quando se é picado pelo aedes aegypti qual a probabilidade de se contrair dengue ou chikungunya ou zica  33 pra cada,0
só pega maconha quem fuma dengue,0
mobilização contra a aids e a dengue panfletagem não adianta nada ter informações sobre as,0
quero ir chique mas protegida do mosquito da dengue melhoresdoano ,0
o quêêê =gt prefsalvador salvador tem menor índice de infestação de dengue dos últimos 11 anos  ,0
que coincidência o mutirão contra o aedes dengue zika ser justamente no dia 13 só faltou começar às 13 horas,0
o melhor do brasil é vir no posto de saúde e ver os mosquitos zikadengue voando aqui dentro,0
essa dengue   te joga  mostardeiro ,0
antes e depois acredito que todos começaram bem este ano sem dengue prometo me dedicar com,0
estivemos hj num grande multirão no combate a várias doenças graves como a dengue no mariano,0
todos unidos contra a dengue superintendência de juventude avante,0
todos contra a dengue  casimiro de abreu rio de janeiro ,0
gboliveira  n vai da tenho a dengue pra combate kk e domingo de serviço so no outro mano,0
queria ir p pgua depois daqui mas q medo dessa dengue,0
dengue é muito cliché,0
faça sua parte e vamos juntos combater a dengue zica chicogunya  vila vellha ,0
matei um mosquito parecido c o da dengue e já to toda me coçando só pq o matei,0
passo repelente de 5 em 5m to c medo real de pegar dengue kkk ta doido,0
so não dormi pq tava passando um vídeo de  ópera  de mosquito transmissor da dengue,0
só pode  regram hqsc em época de dengue matei tudooooo humor  guará city ,0
jorbepvp eu to mt doente acho q to com dengue,1
itajaí cancelou desfile de carnaval pra investir no combate contra dengue ahan sei não vai ter carnaval e todos vai morrer de dengue,0
palestra escola educacao dengue chikungunia zika,0
obra inacabado na senador vergueiro 3051 pode haver criadouros do mosquito da dengue prefeitura sbc ,0
não jogue lixo na rua e tb há lixo a retirar da estação cptmoficial itapevi próx à calçada criadouros de dengue ,0
saúde tá com dúvida sobre quais os sintomas de cada tipo de dengue fiquesabendo ,0
minha irmã só faz vergonha o moço da dengue veio aqui ela mandou ele tacar o remédio em mim,0
mibiliska saúde de go libera 800 mil pra exames contra a dengue e 850 mil pra cabare de leonardo 170 mil pra anita isso pode arnaldo,0
eu acho que o vírus da dengue e os outros lá nem tão perto de santa rosa pq se chega aqui metade da cidade morre,0
cara dengue é um saco,1
partiu dengue  terminal rodoviário tietê in são paulo sp ,0
golpepoliticofinanceirodengueetclavajatomídiafator manipulação escandaloso números faz terrorepidemia mil200milhões habitantes,0
bom dia e a dengue continua com força  cazuzahouse ,0
partiu sábadodafaxina para combater o mosquito aedes aegypti e se prevenir contra a dengue,0
dengue vai devagar não estou acostumado com essa violência,1
daqui a pouco da dengue na minha vida de tão parada que ta,0
michel dengue eterna bastos deveria chutado spfc,0
falta de administracao na saude e controle de infestacao devmosquitos está espalhando dengue e zika culpa de quem,0
esse é eficaz contra dengue e zica vírus  central imóveis manaus ,0
dengueme fever  sexta tem zebra caliente e tropical  espaço zebra ,0
tá com dengue só pode,1
manter informado e no bomdiabrasil sportlava jatoguerra da siria mosquito da dengue etc globo noticias  kaduzera bomdia,0
a presidenta e suas palavras  dilma dengue zika chicungunhas ,0
que não seja dengue amém,0
mosquito da dengue,0
os bares adotaram contra o mosquito da dengue  belo jardim,0
por isso o governo não tem o número real de casos de dengue,0
fui pro pico de short me fodi chikungunha e dengue é boia por aqui kkkkkkkkk mas meu thc me protege,0
dilma ramses e suas pragas 1 lama de mariana 2 dengue e zika 3 crise economica 4 show do chico buarque ,0
dengue hoje vai ter tcheros  vamos ver quem é mais picoso ,0
zika vírus dengue chikungunya tudo fdp,0
hackearam o site do governo federal colocaram uns mosquitos da dengue voando na página rs,0
tomara que essa minha suspeita seja de dengo e não de dengue,1
gente recebi uma sms e pra vcs acaba cm dengue zica e so ligar 136 vamo la gente,0
sobral contra a dengue zica  global card ,0
status  nem um pouco católico pra sorrisos  100or me livre da dengue e da zika zika é com,0
todos contra a dengue  projeto de conscientização de combate a dengue da creche do meu pequeno,0
depois q pegou dengue nunca mais foi o mesmo,1
dengue essa merda de mosquito esta tomando conta da minhapvai ,0
fazendo mãe e eu sorologia para dengue   hospital doutor clóvis avelino ,1
viva a prefeitura e seu eficiente combate à dengueprefeituradorio eduardopaes gavea,0
cariacica combate ao aedesaegypti zika dengue e chikungunya no bairro aparecida  ,0
dica de saúde  dengue chikungunya e zika vírus  saiba a,0
unidos do paracetamol esse eh meu bloco carnavalfail dengue animaçãosqn  shopping contagem ,0
bora por areia nas garrafas que tem no muro néh meu vizinho por favor zicadenguebemlonge ,0
eduu sempre parceiro de beco  juntador de dengue na cerveja hahahaha  beco dos universitários ,0
apoio aos hospitais e luta contra dengue zika e chikungunya esta,0
acabei de matar esse mosquito da dengue aqui em casa na cidade de palmares no centro na rua,0
com dengue na beirada da piscina de roupa kkkkk  pirassununga  são paulo ,0
brasil o país dos vírus é zica  é dengue é chycugunha e o pior de todos o vírus  pt  esse último é o mais perigoso,0
bomdia chumbogrosso o n a i r a  dengue já indo embora do corpo e trabalho trabalho e,0
só na água mineral  jessiicaam tuuudolucas zikavirus dengue chikungunya leptospirose,0
ninguém merece essa dengue ou seja lá o que for,1
2015 a música do carnaval foi a muriçoca resultado dengue zica chikungunia 2016 se for essa tal de ,0
ninguém está imune  zika dengue ou sei lá o que   itabuna ,0
não deixe água parada a dengue é zika,0
depois de uma suspeita de dengue estamos de volta à ativa ainda com alguns sintomas mas,1
ans obriga planos de saúde a cobrir testes rápidos de dengue planodesaude segurarsaude saude,0
oobonilha o mosquito da dengue transmite zika virus que pode causar microcefalia em bebes elimine os criadouros do mosquito ligue 136,0
sociedade de pediatria recomenda como proteger crianças da dengue zika e chikungunya  as,0
uhuu agr pra fooder a vida to cm suspeita d dengue hehe ,1
victoriamarina  como tu vai fazer cuidado com a dengue,0
to com muito medo de ser dengue,1
todos unidos contra o mosquito da dengue participei de uma ação social onde podemos testemunhar,0
tô com tanta picada de pernilongo que se eu não pegar dengue chikungunya zika malária febre amarela não pego nunca mais,0
alerta compartilhe fiquesabendo infectologia dengue aedes zica chikungunya  vila progresso ,0
ficar dando dengue em casa ta foda que cidade fdp,0
já que estou com dengue tenho q ficar na sombra mas que sombra viu havaizinho beach,1
e coisa só melhoraagora é a minha mãe com dengue  ,1
há um ano atras eu estava com dengue foi ai q eu percebi q a vida é leve e fragil qqr coisa pode por um ponto final nela,1
stkrthemythical ontem foi dengue,0
poxa minha sobrinha ta com dengue tadinha ficou internada ,1
avilairiss tirando a parte que pareço estar com dengue o resto está tudo em ordemsegue jogo ,1
nesse feriadão não abra mão da proteção  dengue não zika não chikungunya não  belo,0
apresentação na dengue de rua sábado 2811   viaduto santa tereza ,0
zika já tive dengue já tive meu maior medo é de pegar o vírus únicoface,1
os mosquito tão me comendo sos vou pegar dengue zika e ela mais oq,0
bloco xicungunha dengue ou zika   hospital vasco lucena in recife pe ,0
 para matar o mosquito da dengue agora alguns meses depois surge esse tal de zika um mosquito evoluído que é irmão do da dengue,0
meu twitter ta tendo dengue de tão parado que ta,0
zika dengue chikungunya aedes aedesaegypti indio,0
antes eu ia no médico e ele dizia e virose mas agora tudo tem nome zica dengue e chikungunya acho que os cubanos ensinaram a eles,0
eu matei um pernilongo que estava me picando ele parecia ser o da dengue sera manooo ,0
em aguanil também aderimos ao  zikazero chicungunyazero denguezero foraaedes,0
tá com dengue só pode,1
fantásticoprovávelpodesernão certeza de nadadenguelavajatozicar milhõeslucro a bilhões de publicidadecartéis saúde e comunicação,0
que não seja dengue   clinica medica laitano in florianópolis sc ,1
pequena poça em forma de lago no centro do rio os aedes aegypti pira é zica dengue e chica,0
cbnrecife só combatendo com os caçadores de dengue e repelente é sentenciar o povo a morte e criar uma geração de crianças com microcefalia,0
esses cientistas tudo burro falando que é o carapanã que ferra a gente e dá dengue os cara tem nd a ver quem mata são as carapanoas,0
e eu com dengue em casa errejota picoftheday wave goproway2see goprodolg goproboss,1
todos unidos contra a dengue jm contraomosquito rotary missão recrutasdecristo  caicó ,0
aedes cuidados dengue chikungunya zika jornalosul osul   você,0
hoje participamos da ação de combate a dengue com a turma da estação saúde no,0
antes e depois acredito que todos começaram bem este ano sem dengue prometo me dedicar com,0
o brasil é o único país q tá na lama exporta 3 tipos de dengue pro mundo faz folia na crise e não percebe q precisa urgentemente de deus,0
queira deus que a vacina contra dengue e zika esteja logo nos postos de saúde pq se depender do povo que não ajuda vai morrer muita gente,0
contra o zicaviros vamos todos eliminar dengue,0
é amgs acho q tô com dengue,1
zika chikungunya e dengue  saiba reconhecer os sintomas vamos ajudar a acabar com esse mal ,0
 vamos pro fóco da dengue ta cheio de tcholass kkkkk,0
dengue ta mal d mais n to aguentando já to até com sdds da escola pqp,1
tenho q ir tirar sangue pq to c suspeita de dengue,1
prefeitura e camara municipal dão passo importante no combate a dengue parabéns vereadores e paulogarciapt a cobrança da multa ajuda d+,0
até com dengue  temaki fry in são paulo ,0
euvinaband datena tem um tríplex abandonado no guarujá e está dando criadouro de dengue nos ajuda a achar o dono kkkkkkk,0
depois de trabalho provas festas de fim de ano dengue e maratona de episódios finalmente,0
na bahia a preocupação com a dengue é grande  cma digital music ,0
jose7vitor892 dengue,0
dengue zica e chicungunha   praia do forte in cabo frio rj w lucassilv ,0
larvas do mosquito aedes aegypti  deixa  bage sob investigação e confirmado dengue em dom pedrito  rs ,0
piada familiar do dia  tia 1 ainnn a comadre tá cm dengue tia 2 rsrsrs eita mas ela é dengosa  todos riram,0
final da campanha da dengue  grupo escoteiro são francisco de assis 9sp  gesfascs ,0
eudengue e lucio maia chila relê domilindro mais tarde tem los cebozos postizosimperdível,0
eu ja perdi ah conta de quantas vezesfico toda empoladacom está praga da dengue ainda vem acompanhadade uma tal de zica,1
2 casos de dengue confirmados em guará,1
contra o zica vírus minha esposa que está grávida gerlyannealves  zicavirus dengue humor,0
tekinha cm dengue comendo salada de bacalhau  aldeia pernambuco,1
me sinto privilegiado em somar nesta campanha contra dengue e zica vírus hoje pela manhã estive,0
meu cunhado matou um mosquito da dengue hoje,0
minha vó e minha melhor amiga estao c dengue q tristeza estar longe  ,1
aedes aegypti zika dengue chikungunia indio indiopiragibe,0
e o lugano voltou  esse ano o m dengue bastos corre mais e fala menos  spfc,0
acho q to c dengue que dor no corpo absurda,1
eu com dengue e bob marketing sempre ao meu lado  cazuzas house ,1
controle de dengue e febre amarela  casa do sergio in cáceres mato grosso  ,0
sera q e muricoca msm ou é dengue vish maria,0
brn   brazil has record number of dengue cases in 2015 rio de janeiro jan 15 xinhua  brazil registered 16,0
já estou quase 100℅ dengue nunca mais se deus quiser goodafternoon instaboy melhorando,1
alguem extermina esse vírus da dengue pelo amor de deus,0
hoje juntamente com os agentes de saúde participar do combate a dengue em itapiranga,0
meu wpp tá tão parado que eu to com medo de dar dengue,0
tomara que não seja dengue,1
a dengue chegooooou embrazado  pra caralho doido pra me deixa sem amor,1
viado posso ta com dengue que eu vou joga bola kkk,1
to com dengue ainda p piorar a situação,1
palestra sobre a dengue chikungunya e o zica virus para a,0
com o aumento dos casos notificados de dengue e os recentes casos de microcefalia relacionados ao,0
vamos se ligar galera não dá chance pra esse mosquito desgraçado que transmite a dengue a chikungunya e o zika vírus,0
mexendo aq no armário  e em cima de alguns  trocados  vi esse mosquito  será da dengue ou chico,0
fui falar o que eu tava sentido pra lucy e ela vem me dizer que to com dengue nem é loca,1
sobre a dengue não ter afetado o meu apetite  lepingue cheddar hambúrguer  le pinguê,1
atenção pref de nísia florestarn   sábado 13 será o dia d mosquito  dengue chikungunya febreamarela e zyka ,0
tomei tanta agua agora q tenho q ficar me chacoalhando pra nao virar foco de dengue,0
sera q e muricoca msm ou é dengue vish maria,0
atenção a zica tá na área dengue cuidedasuacasa denuncie,0
dengue zika chikungunya o que vc sabe sobre essas doenças é melhor se antenar,0
operacional   bombeiros civis de rondônia juntos contra o mosquito da dengue  zica vírus e,0
estou com todos os sintomas de dengue,1
antes e depois acredito que todos começaram bem este ano sem dengue prometo me dedicar com,0
tão pegando mais do que eu zica chicungunya dengue vemsextachegouclubesdv,0
vi um mosquito da dengue ontemagora se ele me picou vou saber em alguns dias,0
gostei de um vídeo youtube de gabrielbartz  zika vírus chikungunya e dengue em toda parte,0
eu sentindo frio = só posso estar doente lascou dor no corpo febre indisposição etc espero que não seja dengue ou algo do tipo  ,1
eu já devo ta com dengue,1
não vamos deixar esse mosquito voar por águas claras  dfaguasclaras campanha dengue  por uma,0
rafaelmartinstv como é que pra gastar dinheiro com campanhas de combate a  dengue o poder público tem  tôjunto,0
todos contra a dengue  ipaba vale verde boachá e toda zona rural  o mosquito da dengue está,0
prefeito podia tirar essa agua na frente das casas ne atrai dengue,0
números da dengue são mentirosos em todo paísse querem a colaboração do povo façam sua partepra que mentir,0
eu podia estar numa campanha nacional de combate a dengue mas não,0
belemnoticiass belemdicas tvliberal ql n que tenho que ligar pra fazerem vistoria numa casa abandonada ta cheia de foco d dengue,0
gt aedes aegyti lt que mosquito do caralho transmite dengue zika vírus e chicungunha e o povo não toma cuidado ,0
uma menina de 4 anos morreu de dengue aq em limeira semana passada 4 anos,1
deu dengue com um pouco de zica ,1
mosquito da dengue vai morrer filho da puta zica vírus vai morrer também,0
manhã em ação contra a dengue equipedasaude xôdengue,0
todos contra a dengue   repost alohazentaiba with repostapp  dica boa para espantar,0
hj teve paléstra na minha escola  falando sobre dengue ,0
antes da dengue  depois da dengue  quefaaaase  academia corpo,1
caminhada da saúde em prol da luta contra a dengue chikungunya e,0
comecei 2016 com febre em plena virada por causa da dengue,1
governo diz que vai combater mosquito da dengue e zika pra valer qdo tinha dinheiro fizeram nada agora sem  vao fazer o q matar no tapa,0
agora eu to com suspeita de dengue,1
polimarcondes pois é prima a tia miriam melhorou e a lu ta vom dengue mesmo,0
dengue ta matando,0
alguém sabe identificar se este mosquito e o que transmite dengue e afins foi a melhor foto,0
odeio o cheiro desse remédio da dengue,0
michel bastos e o incrível caso da dengue que nunca se curou,0
zica dengue aborto naoaoabortosimavida  jardim continental 2 ,0
essa dengue parece que já se tornou parte da minha perna,1
dia z de combate à zica se o mosquito da dengue pode matar ele não pode nascer zicazero,0
falando em zika me disseram que eu era isso ae eu disse virei dengue agora kkkkkkk rachante,0
finalmente chegamos a conclusão de que o bugdomilenio é o aedesaegypti pois pode infectar com dengue febreamarela zika,0
repost sindusconma with repostapp  com o aumento nos casos da dengue zika e chicungunha,0
radiojovempan  ministro da saude num foi mal interpretado ele ta certo se em 30 anos pede pro povo combater a dengue acham q hoje vai,0
saudepe radiojornalamfm cbnrecife jcpe denunciape laje cheia de água na frente da estação camaragibe dengue ,0
forró pé de calçada tratando de eliminar a zika  conscientização contra a dengue zikanão,0
hj eu queria q a vida voltasse ao normal chega de chicungunha de dengue de zica de microcefalia meu deus nos proteja,0
cara to achando que to com dengue,1
eu disse que eu peguei dengue uma vez só ai minha mãe fala ta loca voce pegou zica vírus garota ai meu irmao ah e não curou ate hoje né,1
bom dia sem denguejogue ou limpe água parada alerta gerallp  adao josé gomes  residência ,0
a mulher do combate a dengue em vez de fazer o serviço dela ela ficou elogiando minha tattoo e conversando cmg tipo friends dorei ela,0
evefavretto moisespedro willianmax aedes aegypti é um mosquito transmissor de dengue nao significa que todo aedes está contaminado,0
rezo que nao seja dengue ,1
começa agora uma coletiva para apresentação do plano para o combate ao mosquito da dengue aedes,0
acho q se eu pegar dengue dnv eu n aguento n to mt fraca,1
quer dizer que vão colocar mosquitos pra combater o mosquito que transmite a dengue e o zika vírus,0
afogaram a minha dengue  pinhões minas gerais brazil ,1
globocia comunicação estão perdendo guerra políticagolpefascistapovo não é boboperdem lavajatodengueetctarifaarrochou9x2brasil,0
hoje e dia de faxina contra o mosquito da dengue elimine os focos e poste zikazero disque 136 uma campanha do governo federal,0
hoje a pauta é aqui jornalismo tv saúde dengue campanha redespsaudável sms  estádio do,0
ou seja água parada na boca dá dengue   proshot  photographic design studio ,0
dia de conscientização de combate ao mosquito da dengue vamos trabalhar  é deus no controle ,0
adonias ta achando q to com dengue,1
tem a dengue a zika a aids e essa mina,0
mais um gol do devid em paranaguá e o mosquito da dengue será extinto xô zika,0
gripe dengue zica quebrante cansaço   decama  botucatu ,0
projeto sábado da faxina  todos no combate ao mosquito aedesaegypti dengue zikavírus,0
dengue é o caralho,0
a imprensa continua c mentiras sobre a dengue em paranaguá já são 3 mortes  mais d mil casos eles informam 2 mortes e 500 casos pq mentir,0
casos de dengue no brasil crescem 48 em 2016   ,0
passeata em conscientização a dengue na remef félix adib miguel no residencial lessa,0
malzonestella rsrs eu pensei q estava com dengue ontem foi o dia inteiro na cama uhuhh magruga sensa vendo cavacogamer ,1
dengue dnv não  pprt  tomará que não seja dengue ,1
boatos de que estou com dengue,1
minha mãe está com dengue o que sobe pra minha paranóia pra 90,1
aedesaegypti aedes mosquito zika dengue chikungunya escola,0
repelente antiaedes aegypti dengue ckicungunha e zica bem longe ,0
a dengue é baile de favela essa desgraçada,0
tadinho do guilherme tá c dengue,1
combate a dengue  — estou em ce antônio figueira de almeida em nilopolis rio de janeiro ,0
filhodojust0 tipo nos mosquito da dengue,0
precisamos nos unir nesta campanha contra o mosquito da dengue a situação é urgente e ao invés,0
dengue acompanhada de dor de cabeça por causa da visão,1
quando eu vejo na tv que combater o mosquito da dengue precisa do povo eu desanimo o povo na sua maioria esperam por governos porcos,0
que zika essa chikungunya de denguesó me faltava essa de nem todos dias são perfeitos,0
o combate a dengue continua em águas claras  faça sua parte  dfaguasclaras cidade ,0
pernilongo ta acabando comigo  vou acabar pegando uma dengue kkkkkkkkkk blz tia  ta certinha,0
acho que to com dengue,1
o aedes aegypti está por aí batalha contra o mosquito que é vetor de doenças como dengue zika e chikungunya ,0
dengue = mosquito macho zica = mosquito fêmea chikungunya = gay  será,0
wtfuckdani mentirinha a unica coisa que tem aqui é umas poça dágua e mosquitos da dengue,0
to com tanto medo de dengue e zika vírus que qualquer dor no corpo que eu sinto eu já acho que to doente,0
carnavrallll chicocunha  zikavirus dengue episegipse,0
mate o mosquito da dengue  assim  seu bebezinho nascerá com muita saúde  gravidez não é,0
o cara disse que o zika a dengue etc é uma praga do egito e que o aedes veio de la pra cá voando hauahauahahahauhauahahaahhaha to morrend,0
esperarem um pouco pois  a denguemicrocefalia ronda manaus e o brasil compartilhem e,0
o aedes aegypti trouxe além da dengue  outras doenças  por isso por precaução mudei minha,0
combate a dengue  vila nova in porto alegre rs ,0
postos de saúde de goiania e aparecida lotados com pessoas com dengue paulogarciapt  maguitovilela15 sozinhos n dão conta cade o estado,0
tora um soro de leve dengue ferias já era   hospital de,1
dengue é uma doença séria em casos mais graves pode inclusive levar a morte tratase de uma,0
e o mosquito da dengue fez mais uma vítima  acabei de sair do hospital tomei soro queria o fumacê na minha rua,1
o brasil é o único país q tá na lama exporta 3 tipos de dengue pro mundo faz folia na crise e não percebe q precisa urgentemente de deus,0
reserve alguns minutos dessa para eliminar os criadouros do mosquito da dengue combateaedes ,0
que nao seja dengue deusbrigada,1
preparando a comurg p guerra contra o mosquito da dengue distribuindo e testando os novos,0
então bela adormecida como podemos evitar a dengue,0
no litoral d matinhos as placas indicam condições do marprecisariam placas indicando o grau d perigo c mosquitos da dengue,0
voltei sem dengue,0
eu acho que to com denguecara só pode,1
sintomas da dengue dengueprevençãoprofessorafernanda  vila suica santo andre ,1
agatha falou q o tipo sanguíneo dela é zero positivo e perguntou o q é ante d falei q era ante dengue ,0
amanhã tem jogão e nem sei se vo conseguir assisti por causa da dengue ,1
carinha da dengue veio aqui e não achou nada ,0
feliz em voltar aos treinos  dengue sua fofa  balneário camboriú  praia ,0
se meu whatsapp fosse água ele já tinha dado dengue,0
não entendo qual a dificuldade  de jogar lixo na lixeira falta de consciência e porquisse depois vem reclamar de alagamento dengue etc,0
estou com tanto cagaço da dengue que qualquer dorzinha já fecha o cu,0
cuidado com a zika chikungunia dengue   vamos exterminar os focos desses mosquitos você,0
bora ficar seguro contra mosquito da dengue zica etc  boa noite amigos boanoite cortinado,0
alguém quer um pouco de dengue to destribuindo,1
dengue  ortocentro ortopedia ,0
ah dengue danada me pegou  missaobeta missaobetalab timbeta  cidade jardim in caruaru pe ,1
todos contra o aedes goias goiania setorcampinas prefeituradegoiania dengue zikavirus,0
e hoje foi a marcha contra o mosquito da dengue conscientizando as pessoas e reforçando os,0
procon presente no dia d de combate à dengue diad contraadengue  parque ramiro ruediger ,0
já tomou tanta picada que tem proteção da dengue,0
epaes  morre mais gente de gripe do que de dengue ou zica esse é pilantra mesmo br45ilnocorrupt,0
vai começar epoca de chuva aqui e eu to cagando de medo de pegar dengue de novo,1
se eu tivesse com febreja ia achar mesmo que o mosquito me picou e estou com dengue,0
o médico me fala que to com sintomas de dengue,1
vi o gabriel ontem tá com dengue,1
to com medo de ta com dengue,1
casa abandonada criadouro de dengue joaopessoa pmjp paraiba combateadengue localização no post ,0
para combater a dengue a chikungunya e a zika você e a água não podem ficar parados partiu,0
o consultório desta segunda discute o avanço da dengue em pernambuco e a nova vacina aprovada,0
im at coordenação da dengue in vitória do mearim maranhão ,0
aliqueduce embaixo tem dizendo n foi encobtrado chikogonha nem dengue no mijo e cuspe leia direito,0
domingo maravilhoso e rico de naturezaapós a dengue passar presente,0
baile de favela e ta tranquilo ta favorável é pior que o zika vírus e a dengue juntos,0
remedinho contra a dengue boanoite goodnight icecream sorvete chocolate gordice love ,0
acordei essa hora quase morrendo de calor e queria dizer que isso ocorreu pq durmo de coberta por causa do mosquito da dengue,0
teatro dengue  aquário  instituto federal farroupilha in são borja rs ,0
fodase a dengue segunda vou treinar haha,0
com essa história de epidemia de dengue chicungunha e zica vírus,0
participo nesse momento da campanha nacional ao combate ao mosquito da dengue em juazeiro do,0
rezo que nao seja dengue ,1
essa semana como parte da estratégia de combate à dengue o agente de vigilância em saúde fábio,0
essa dengue está matando senhor,1
qual a relação de mosquito da dengue e chico cunha q gnt estranha essa da internet,0
